"Date","DAILY_AQI_VALUE","Site.Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
NA,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,16,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,58,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,18,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,25,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,24,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,26,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,27,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,29,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,25,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,16,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,24,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,20,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,29,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,25,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,21,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,26,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
NA,42,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,38,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,38,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,47,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,43,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,43,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,43,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,61,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,50,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,43,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,38,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,36,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,49,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,43,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,46,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,43,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,42,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,49,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,46,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,47,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,48,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,54,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,42,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,34,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,64,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,84,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,64,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,77,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,42,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,61,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,74,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,49,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,48,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,40,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,40,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,39,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,48,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,67,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,54,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,80,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,87,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,84,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,49,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,47,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,54,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,51,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,67,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,61,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,80,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,64,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,58,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,50,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,36,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,26,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,27,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,38,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,37,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,36,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,30,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,37,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,35,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,23,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,31,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,22,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,28,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,30,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,38,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,35,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,54,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,51,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,71,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,47,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,42,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,48,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,40,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,30,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,31,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,41,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,54,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,34,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,33,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,32,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,27,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,20,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,32,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,38,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,37,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,22,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,25,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,27,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,32,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,40,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,46,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,35,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,23,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,35,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,43,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,26,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,28,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,31,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,33,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,43,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,45,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,42,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,38,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,46,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,44,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,29,"Linville Falls","Ozone","Avery",35.972347,-81.933072
NA,31,"Linville Falls","Ozone","Avery",35.972347,-81.933072
